temperature,percipitation,road_usage,sin_hour,cos_hour
0.49314374801582983,0.08647813050817905,0.530325,0.8660254037844387,-0.4999999999999998
0.3708976522598037,0.07862417403295135,-0.49372499999999997,0.8660254037844386,0.5000000000000001
0.6277796507741562,0.08442114190752419,0.915525,1.2246467991473532e-16,-1.0
-0.2300079873517444,0.075632190613817,0.7509,0.8660254037844387,-0.4999999999999998
0.6091949402707062,0.07507119372272932,-0.2501,0.8660254037844386,0.5000000000000001
-0.3865325491474672,0.07507119372272932,-0.5884,0.8660254037844386,0.5000000000000001
-0.6852094966162449,0.07896077216760397,-0.49865000000000004,0.8660254037844386,0.5000000000000001
0.8616992069775793,0.07507119372272932,0.204725,-0.8660254037844385,-0.5000000000000004
0.029764966129811388,0.07525819268642521,0.78245,1.2246467991473532e-16,-1.0
1.1378267057021711,0.07507119372272932,0.91605,1.2246467991473532e-16,-1.0
0.07998498384580066,0.07507119372272932,-0.495925,0.8660254037844386,0.5000000000000001
-0.7148624347084162,0.07787617817816778,0.7437,0.8660254037844387,-0.4999999999999998
0.4898397994818834,0.07507119372272932,0.941225,0.8660254037844387,-0.4999999999999998
-0.34440720533964736,0.07507119372272932,0.8664000000000001,0.8660254037844387,-0.4999999999999998
0.3314154672791412,0.08524393734778613,0.750375,0.8660254037844387,-0.4999999999999998
0.29366785527880057,0.075632190613817,-1.010125,0.0,1.0
-0.3039338357988008,0.07611838791942634,-0.829025,0.8660254037844386,0.5000000000000001
0.5001646386504667,0.0761931875049047,-1.2239,0.8660254037844386,0.5000000000000001
0.20652621269595753,0.07791357797090696,1.00285,-0.8660254037844385,-0.5000000000000004
-0.6826489365024363,0.07507119372272932,-1.135825,0.0,1.0
0.4890138123483965,0.07507119372272932,1.2091,-0.8660254037844385,-0.5000000000000004
1.0188845584800914,0.07825017610555958,0.6603,-0.8660254037844385,-0.5000000000000004
0.4800931513067407,0.07507119372272932,-0.64625,-0.8660254037844386,0.5000000000000001
-0.25437460778960097,0.07507119372272932,0.548875,0.8660254037844387,-0.4999999999999998
-0.6029411781209731,0.07507119372272932,0.0,0.8660254037844387,-0.4999999999999998
-0.2564395756233176,0.07525819268642521,0.29345,-0.8660254037844385,-0.5000000000000004
0.8384063698132554,0.07507119372272932,0.650775,0.8660254037844387,-0.4999999999999998
0.3308372762857004,0.07918517092403907,-0.31384999999999996,-0.8660254037844386,0.5000000000000001
-0.4142857168326191,0.07866157382569054,0.5279,1.2246467991473532e-16,-1.0
-0.16640697807327126,0.08255115227056521,1.01065,-0.8660254037844385,-0.5000000000000004
0.8949864884570919,0.08180315641578162,1.219975,-0.8660254037844385,-0.5000000000000004
0.753329695064129,0.09726198674659407,0.291225,-0.8660254037844385,-0.5000000000000004
0.483727494694082,0.07507119372272932,-0.360675,0.8660254037844386,0.5000000000000001
-0.1490612482700513,0.08180315641578162,-0.499725,-0.8660254037844386,0.5000000000000001
-0.2933612004901715,0.07507119372272932,-0.5004,0.8660254037844386,0.5000000000000001
-0.39727038188279384,0.07881117299664726,-0.57555,-0.8660254037844386,0.5000000000000001
-0.27915422179420085,0.07507119372272932,0.967275,-0.8660254037844385,-0.5000000000000004
0.4054239144395462,0.07806317714186367,0.65765,0.8660254037844387,-0.4999999999999998
0.5290741883224999,0.08329914812534879,-0.55005,-0.8660254037844386,0.5000000000000001
-0.38281560704677725,0.07862417403295135,0.524825,-0.8660254037844385,-0.5000000000000004
0.2151164788842189,0.07896077216760397,0.781325,0.8660254037844387,-0.4999999999999998
0.3528911327497944,0.07896077216760397,1.499925,-0.8660254037844385,-0.5000000000000004
0.23031464214037342,0.07551999123559947,0.949925,-0.8660254037844385,-0.5000000000000004
0.2953198295457739,0.07507119372272932,1.6284,-0.8660254037844385,-0.5000000000000004
-0.3192145977683041,0.07638018646860059,-0.12215000000000001,0.8660254037844386,0.5000000000000001
-0.43856973855712705,0.07656718543229649,-0.37234999999999996,0.8660254037844386,0.5000000000000001
